[Mon Aug 04 18:49:10.555231 2025] [php:error] [pid 1716:tid 1188] [client ::1:56260] script 'C:/MyServer/www/info.php' not found or unable to stat, referer: http://localhost/
[Mon Sep 01 13:43:07.160176 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61858] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:07.160176 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61858] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:07.160176 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61858] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:33.718140 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61861] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:33.718635 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61861] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:33.718635 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61861] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:36.443376 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:36.443376 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:36.443376 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:41.442274 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:41.443255 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:41.443255 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61862] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:47.161359 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61863] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:47.161359 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61863] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:47.161359 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61863] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:52.186275 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61865] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:52.186275 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61865] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:52.186275 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61865] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:57.155751 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:57.155751 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:43:57.155751 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:02.155290 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:02.155290 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:02.155290 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61867] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:07.156999 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:07.156999 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:07.156999 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:12.155538 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:12.155538 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:12.155538 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61868] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:17.161279 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:17.161279 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:17.161279 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:22.156876 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:22.156876 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:22.156876 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61870] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:27.154556 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61872] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:27.154556 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61872] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:27.154556 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61872] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:32.156101 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61873] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:32.156101 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61873] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:32.156101 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61873] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:37.171188 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:37.171188 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:37.171188 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:42.154493 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:42.154493 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:42.154493 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61875] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:47.852540 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61877] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:47.852540 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61877] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:47.852540 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61877] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:51.448107 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61878] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:51.448107 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61878] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:51.448107 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61878] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:57.155196 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:57.155196 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:44:57.155196 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:02.155044 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:02.155044 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:02.155044 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61880] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:07.161025 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:07.162021 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:07.162021 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:12.154997 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:12.154997 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:12.154997 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61882] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:17.159983 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:17.159983 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:17.159983 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:22.154946 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:22.154946 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:22.154946 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61884] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:27.155048 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61886] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:27.155048 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61886] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:27.155048 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61886] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:32.161936 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:32.161936 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:32.161936 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:37.155906 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:37.191976 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:37.191976 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:42.169768 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:42.169768 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:42.169768 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:47.154648 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:47.154648 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:47.154648 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61887] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:52.162110 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61889] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:52.162110 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61889] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:45:52.162110 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61889] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:07.157575 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61892] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:07.157575 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61892] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:07.157575 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61892] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:25.452301 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61894] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:25.453083 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61894] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:25.453083 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61894] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:26.436049 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61896] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:26.436178 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61896] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:26.436178 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61896] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:32.155236 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:32.155236 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:32.155236 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:37.155034 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:37.155034 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:37.155034 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61897] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:42.160528 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61899] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:42.160528 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61899] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:42.160528 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61899] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:47.155405 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61900] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:47.155405 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61900] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:47.155405 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61900] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:52.160213 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61901] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:52.161210 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61901] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:52.161210 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61901] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:57.154330 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61903] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:57.154330 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61903] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:46:57.154330 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61903] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:02.160139 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61904] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:02.160139 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61904] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:02.160139 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61904] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:07.251991 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:07.251991 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:07.251991 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:12.154599 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:12.154599 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:12.154599 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61906] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:17.160182 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:17.160182 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:17.160182 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:22.154850 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:22.154850 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:22.154850 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61908] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:27.247963 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:27.247963 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:27.247963 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:32.191006 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:32.191006 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:32.191006 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61910] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:37.154432 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61911] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:37.154432 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61911] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:37.154432 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61911] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:42.155192 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61912] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:42.155192 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61912] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:42.155192 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61912] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:47.160671 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:47.161667 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:47.161667 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:52.159174 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:52.159174 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:52.159174 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61914] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:57.157869 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:57.157869 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:47:57.158903 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:02.155257 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:02.155257 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:02.155257 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61916] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:07.158629 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61917] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:07.158629 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61917] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:48:07.158629 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61917] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:07.191049 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61919] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:07.191049 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61919] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:07.191049 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61919] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:46.769771 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61922] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:46.769771 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61922] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:46.769771 2025] [php:notice] [pid 22504:tid 1248] [client ::1:61922] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:48.818188 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61923] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:48.818188 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61923] Fichier existe: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:48.832931 2025] [php:notice] [pid 22504:tid 1220] [client ::1:61923] Fichier lisible: oui, referer: http://localhost/dashboard/
[Mon Sep 01 13:49:48.878232 2025] [php:notice] [pid 22504:tid 1224] [client ::1:61924] Chemin stats.json: C:/MyServer/apps/dashboard/stats.json, referer: http://localhost/dashboard/
